#Accession	ID	Type	Description	Class	subclass
RF02625	WsnRNA46	Gene;sRNA	Wolbachia sRNA 46	sRNA	sRNA
RF02626	WsnRNA59	Gene;sRNA	Wolbachia sRNA 59	sRNA	sRNA
RF02627	Ssr1	Gene;sRNA	Shigella small RNA 1	sRNA	sRNA
RF02628	Hrs1	Gene;sRNA	Hfq-regulated sRNA 1	sRNA	sRNA
RF02629	RmaA	Gene;sRNA	Regulator of motility and amylovoran A	sRNA	sRNA
RF02630	Hrs12	Gene;sRNA	Hfq-regulated sRNA 12	sRNA	sRNA
RF02631	Hrs13	Gene;sRNA	Hfq-regulated sRNA 13	sRNA	sRNA
RF02632	Hrs10	Gene;sRNA	Hfq-regulated sRNA 10	sRNA	sRNA
RF02633	Hrs21	Gene;sRNA	Hfq-regulated sRNA 21	sRNA	sRNA
RF02634	EF3314_EF3315	Gene;sRNA	Enterococcus sRNA EF3314_EF3315	sRNA	sRNA
RF02635	EF0820_EF0821	Gene;sRNA	Enterococcus sRNA EF0820_EF0821	sRNA	sRNA
RF02636	EF1368_EF1369	Gene;sRNA	Enterococcus sRNA EF1368_EF1369	sRNA	sRNA
RF02637	EF0408_EF0409	Gene;sRNA	Enterococcus sRNA EF0408_EF0409	sRNA	sRNA
RF02638	EF0605_EF0606	Gene;sRNA	Enterococcus sRNA EF0605_EF0606	sRNA	sRNA
RF02639	EF0869_EF0870	Gene;sRNA	Enterococcus sRNA EF0869_EF0870	sRNA	sRNA
RF02640	MOSES4	Gene;sRNA	S. pyogenes small RNA MOSES4	sRNA	sRNA
RF02641	Spy490483c	Gene;sRNA	S. pyogenes small RNA Spy490483c	sRNA	sRNA
RF02642	Spy491311c	Gene;sRNA	S. pyogenes small RNA Spy491311c	sRNA	sRNA
RF02643	Spy491738	Gene;sRNA	S. pyogenes small RNA Spy491738	sRNA	sRNA
RF02644	Spy490380c	Gene;sRNA	S. pyogenes small RNA Spy490380c	sRNA	sRNA
RF02645	Cis2_sRNA	Gene;sRNA	Ruegeria cis2 sRNA	sRNA	sRNA
RF02646	Cis8_sRNA	Gene;sRNA	Ruegeria cis8 sRNA	sRNA	sRNA
RF02647	Cis52_sRNA	Gene;sRNA	Ruegeria cis52 sRNA	sRNA	sRNA
RF02648	Cis90_sRNA	Gene;sRNA	Ruegeria cis90 sRNA	sRNA	sRNA
RF02649	Trans44_sRNA	Gene;sRNA	Ruegeria trans44 sRNA	sRNA	sRNA
RF02650	CncR1	Gene;sRNA	Cag non-coding RNA1	sRNA	sRNA
RF02651	SorY	Gene;sRNA	Singlet oxygen resistance RNA Y	sRNA	sRNA
RF02652	StyR-3	Gene;sRNA	Salmonella enterica Typhi npcRNA 3	sRNA	sRNA
RF02653	StyR-143	Gene;sRNA	Salmonella enterica Typhi npcRNA 143	sRNA	sRNA
RF02654	MicL	Gene;sRNA	MicL sRNA	sRNA	sRNA
RF02655	BSR0441	Gene;sRNA	Brucella BSR0441 sRNA	sRNA	sRNA
RF02656	sot0042	Gene;sRNA	Sense overlapping transcript RNA 0042 (sot)	sRNA	sRNA
RF02657	sot2652	Gene;sRNA	Sense overlapping transcript RNA 2652 (sot)	sRNA	sRNA
RF02659	ncRv12659	Gene;sRNA	ncRv12659 sRNA	sRNA	sRNA
RF02671	Ysr35	Gene;sRNA	Yersinia sRNA 35	sRNA	sRNA
RF02672	SprX	Gene;sRNA	Small pathogenicity island RNA X	sRNA	sRNA
RF02673	scr4677	Gene;sRNA	Streptomyces sRNA 4677	sRNA	sRNA
RF02675	Ysr141	Gene;sRNA	Yersinia sRNA 141	sRNA	sRNA
RF02676	Esr41	Gene;sRNA	Enterohemorrhagic E. coli sRNA 41	sRNA	sRNA
RF02677	NsiR4	Gene;sRNA	Nitrogen stress-induced RNA 4	sRNA	sRNA
RF02687	RAGATH-8	Gene;sRNA	RAGATH-8 RNA	sRNA	sRNA
RF02690	BTH_s1	Gene;sRNA	Burkholderia sRNA 1	sRNA	sRNA
RF02691	BTH_s19	Gene;sRNA	Burkholderia sRNA 19	sRNA	sRNA
RF02692	BTH_s39	Gene;sRNA	Burkholderia sRNA 39	sRNA	sRNA
RF02693	psm_mec_RNA	Gene;sRNA	psm_mec locus RNA	sRNA	sRNA
RF02694	RalA	Gene;sRNA	RalR antitoxin	sRNA	sRNA
RF02695	NrsZ	Gene;sRNA	Nitrogen regulated small RNA	sRNA	sRNA
RF02696	Teg49	Gene;sRNA	Teg49 sRNA	sRNA	sRNA
RF02701	PsrR1	Gene;sRNA	Photosynthesis regulatory RNA1	sRNA	sRNA
RF02702	AgvB	Gene;sRNA	Anti GcvB sRNA	sRNA	sRNA
RF02703	AsxR	Gene;sRNA	Anti stx2 sRNA	sRNA	sRNA
RF02706	TeloSII_ncR30	Gene;sRNA	TeloSII non coding RNA 30	sRNA	sRNA
RF02707	TeloSII_ncR33	Gene;sRNA	TeloSII non coding RNA 33	sRNA	sRNA
RF02708	TeloSII_ncR40	Gene;sRNA	TeloSII non coding RNA 40	sRNA	sRNA
RF02709	TeloSII_ncR43	Gene;sRNA	TeloSII non coding RNA 43	sRNA	sRNA
RF02710	TeloSII_ncR45	Gene;sRNA	TeloSII non coding RNA 45	sRNA	sRNA
RF02711	TeloSII_ncR49	Gene;sRNA	TeloSII non coding RNA 49	sRNA	sRNA
RF02712	EBER2	Gene;sRNA	Epstein-Barr virus EBER2	sRNA	sRNA
RF02713	MCS4	Gene;sRNA	Mycoplasma sRNA MCS4	sRNA	sRNA
RF02728	HrrF	Gene;sRNA	Haemophilus regulatory RNA responsive to iron	sRNA	sRNA
RF02729	JA01	Gene;sRNA	Aggregatibacter sRNA JA01	sRNA	sRNA
RF02730	JA02	Gene;sRNA	Aggregatibacter sRNA JA02	sRNA	sRNA
RF02731	JA03	Gene;sRNA	Aggregatibacter sRNA JA03	sRNA	sRNA
RF02732	JA04	Gene;sRNA	Aggregatibacter sRNA JA04	sRNA	sRNA
RF02734	Cgb105	Gene;sRNA	Corynebacterium sRNA 105	sRNA	sRNA
RF02739	Rev41	Gene;sRNA	Soft rot Enterobacteriaceae Rev 41 sRNA	sRNA	sRNA
RF02747	FtrA	Gene;sRNA	Francisella sRNA A	sRNA	sRNA
RF02748	FtrB	Gene;sRNA	Francisella sRNA B	sRNA	sRNA
RF02749	Ncrwmel02	Gene;sRNA	Wolbachia sRNA mel02	sRNA	sRNA
RF02750	ES003	Gene;sRNA	ES003 sRNA	sRNA	sRNA
RF02751	ES036	Gene;sRNA	ES036 (CssrF) sRNA	sRNA	sRNA
RF02752	ES056	Gene;sRNA	ES056 sRNA	sRNA	sRNA
RF02753	ES173	Gene;sRNA	ES173 sRNA	sRNA	sRNA
RF02754	ES205	Gene;sRNA	ES205 sRNA	sRNA	sRNA
RF02755	ES222	Gene;sRNA	ES222 sRNA	sRNA	sRNA
RF02756	ES239	Gene;sRNA	ES239 sRNA	sRNA	sRNA
RF02757	Erse	Gene;sRNA	Erse small RNA	sRNA	sRNA
RF02760	sR035	Gene;sRNA	sR035 sRNA	sRNA	sRNA
RF02761	sR084	Gene;sRNA	sR084 sRNA	sRNA	sRNA
RF02763	IsrM	Gene;sRNA	IsrM sRNA	sRNA	sRNA
RF02764	Ysr190	Gene;sRNA	Yersinia sRNA 190	sRNA	sRNA
RF02765	Ysr209	Gene;sRNA	Yersinia sRNA 209	sRNA	sRNA
RF02766	Ysr49	Gene;sRNA	Yersinia sRNA 49	sRNA	sRNA
RF02767	Ysr186_sR026_CsrC	Gene;sRNA	Yersinia sRNA 186/sR026/CsrC	sRNA	sRNA
RF02768	Ysr155_RyfD	Gene;sRNA	Yersinia sRNA 155(RyfD)	sRNA	sRNA
RF02769	Ysr202	Gene;sRNA	Yersinia sRNA 202	sRNA	sRNA
RF02770	Ysr224	Gene;sRNA	Yersinia sRNA 224	sRNA	sRNA
RF02784	SorX	Gene;sRNA	Singlet oxygen resistance RNA X	sRNA	sRNA
RF02790	sodF_sRNA	Gene;sRNA	sodF sRNA	sRNA	sRNA
RF02791	CcsR1	Gene;sRNA	Conserved CCUCCUCCC motif stress-induced RNA 1	sRNA	sRNA
RF02797	PssrA	Gene;sRNA	Plasmid-encoded Shigella sRNA A	sRNA	sRNA
RF02798	CssrA	Gene;sRNA	Chromosome-encoded Shigella sRNA A	sRNA	sRNA
RF02799	CssrB	Gene;sRNA	Chromosome-encoded Shigella sRNA B	sRNA	sRNA
RF02800	Rp_sR47	Gene;sRNA	Rickettsia sRNA47	sRNA	sRNA
RF02809	RsmW	Gene;sRNA	RsmW RNA family	sRNA	sRNA
RF02814	Sso133	Gene;sRNA	Sulfolobus sRNA133	sRNA	sRNA
RF02821	V_IGR5	Gene;sRNA	Vibrio RNA IGR5	sRNA	sRNA
RF02822	Srn266	Gene;sRNA	Streptococcus RNA 266	sRNA	sRNA
RF02823	LPR69	Gene;sRNA	Legionella RNA 69	sRNA	sRNA
RF02824	LPR10	Gene;sRNA	Legionella RNA 10	sRNA	sRNA
RF02825	LPR17	Gene;sRNA	Legionella RNA 17	sRNA	sRNA
RF02826	Scr6925	Gene;sRNA	Streptomyces RNA 6925	sRNA	sRNA
RF02827	Scr6106	Gene;sRNA	Streptomyces RNA 6106	sRNA	sRNA
RF02828	Scr3920	Gene;sRNA	Streptomyces RNA 3920	sRNA	sRNA
RF02829	Scr4115	Gene;sRNA	Streptomyces RNA 4115	sRNA	sRNA
RF02830	Scr1601	Gene;sRNA	Streptomyces RNA 1601	sRNA	sRNA
RF02831	Scr2736	Gene;sRNA	Streptomyces RNA 2736	sRNA	sRNA
RF02832	Scr5676	Gene;sRNA	Streptomyces RNA 5676	sRNA	sRNA
RF02833	Scr3202	Gene;sRNA	Streptomyces RNA 3202	sRNA	sRNA
RF02834	VqmR	Gene;sRNA	Vibrio RNA VqmR	sRNA	sRNA
RF02835	Bcj11	Gene;sRNA	Burkholderia RNA 11	sRNA	sRNA
RF02836	Bcj14	Gene;sRNA	Burkholderia RNA 14	sRNA	sRNA
RF02837	anti-hemB	Gene;sRNA	Burkholderia RNA 7 (anti-hemB)	sRNA	sRNA
RF02838	Ref55	Gene;sRNA	Enterococcus sRNA 55	sRNA	sRNA
RF02840	Ref68	Gene;sRNA	Enterococcus sRNA 68 (Lacto-3 RNA)	sRNA	sRNA
RF02841	Ref70	Gene;sRNA	Enterococcus sRNA 70	sRNA	sRNA
RF02842	RefA1	Gene;sRNA	Enterococcus sRNA A1	sRNA	sRNA
RF02845	Ref1C	Gene;sRNA	Enterococcus sRNA 1C	sRNA	sRNA
RF02847	Ref64	Gene;sRNA	Enterococcus sRNA 64	sRNA	sRNA
RF02848	RefB11	Gene;sRNA	Enterococcus sRNA B11	sRNA	sRNA
RF02849	Ysr197	Gene;sRNA	Yersinia sRNA 197	sRNA	sRNA
RF02852	Ysr206	Gene;sRNA	Yersinia sRNA 206	sRNA	sRNA
RF02853	Ysr201	Gene;sRNA	Yersinia sRNA 201	sRNA	sRNA
RF02854	Ysr100	Gene;sRNA	Yersinia sRNA 100	sRNA	sRNA
RF02856	30_292	Gene;sRNA	Leptospira sRNA 30_292	sRNA	sRNA
RF02857	30_255	Gene;sRNA	Leptospira sRNA 30_255	sRNA	sRNA
RF02858	Arrc08	Gene;sRNA	Actinobacillus sRNA 08	sRNA	sRNA
RF02859	Arrc11	Gene;sRNA	Actinobacillus sRNA 11	sRNA	sRNA
RF02860	Arrc14	Gene;sRNA	Actinobacillus sRNA 14	sRNA	sRNA
RF02861	IR_84	Gene;sRNA	Neisseria sRNA 84	sRNA	sRNA
RF02862	sRNA_1300	Gene;sRNA	Enterococcus sRNA 1300	sRNA	sRNA
RF02863	sRNA_2410	Gene;sRNA	Enterococcus sRNA 2410	sRNA	sRNA
RF02864	sRNA_0030	Gene;sRNA	Enterococcus sRNA 30	sRNA	sRNA
RF02865	ncS01	Gene;sRNA	Burkholderia sRNA 1	sRNA	sRNA
RF02866	ncS16	Gene;sRNA	Burkholderia sRNA 16 (Bc_KC_sr1)	sRNA	sRNA
RF02867	ncS011	Gene;sRNA	Burkholderia sRNA 11	sRNA	sRNA
RF02868	ncS037	Gene;sRNA	Burkholderia sRNA 37	sRNA	sRNA
RF02869	ncS025	Gene;sRNA	Burkholderia sRNA 25	sRNA	sRNA
RF02870	ncS035	Gene;sRNA	Burkholderia sRNA 35	sRNA	sRNA
RF02871	ncS54	Gene;sRNA	Burkholderia sRNA 54	sRNA	sRNA
RF02872	SrbA	Gene;sRNA	sRNA regulator of biofilms A	sRNA	sRNA
RF02877	NmsRb	Gene;sRNA	Neisseria metabolic switch regulator b (RcoF1/NgncR163)	sRNA	sRNA
RF02878	MH_s7	Gene;sRNA	Mesorhizobail RNA 7	sRNA	sRNA
RF02879	MH_s10	Gene;sRNA	Mesorhizobail RNA 10	sRNA	sRNA
RF02880	MH_s15	Gene;sRNA	Mesorhizobail RNA 15	sRNA	sRNA
RF02881	MH_s25	Gene;sRNA	Mesorhizobail RNA 25	sRNA	sRNA
RF02882	MH_s36	Gene;sRNA	Mesorhizobail RNA 36	sRNA	sRNA
RF02883	BcKCsr2	Gene;sRNA	Burkholderia sRNA 2	sRNA	sRNA
RF02884	BcKCsr7	Gene;sRNA	Burkholderia sRNA 7	sRNA	sRNA
RF02886	npcTB_6715	Gene;sRNA	Mycobacterium sRNA 6715	sRNA	sRNA
RF02888	BtsR1	Gene;sRNA	Bacillus sRNA 1	sRNA	sRNA
RF02889	Sr006	Gene;sRNA	Pseudomonas sRNA 6	sRNA	sRNA
RF02890	SprC	Gene;sRNA	Small pathogenicity island RNA C (srn_3610)	sRNA	sRNA
RF02894	S35	Gene;sRNA	Staphylococcus sRNA 35 (srn_0335)	sRNA	sRNA
RF02895	S414	Gene;sRNA	Staphylococcus sRNA 414	sRNA	sRNA
RF02896	S774	Gene;sRNA	Staphylococcus sRNA 774	sRNA	sRNA
RF02897	S808	Gene;sRNA	Staphylococcus sRNA 808	sRNA	sRNA
RF02898	AaHKsRNA20	Gene;sRNA	Aggregatibacter sRNA 20	sRNA	sRNA
RF02899	AaHKsRNA54	Gene;sRNA	Aggregatibacter sRNA 54	sRNA	sRNA
RF02900	AaHKsRNA82	Gene;sRNA	Aggregatibacter sRNA 82	sRNA	sRNA
RF02901	AaHKsRNA41	Gene;sRNA	Aggregatibacter sRNA 41	sRNA	sRNA
RF02902	AaHKsRNA22	Gene;sRNA	Aggregatibacter sRNA 22	sRNA	sRNA
RF02904	AaHKsRNA69	Gene;sRNA	Aggregatibacter sRNA 69	sRNA	sRNA
RF02905	sRNA41	Gene;sRNA	Archaeal Small RNA 41	sRNA	sRNA
RF02906	sRNA154	Gene;sRNA	Archaeal Small RNA 154	sRNA	sRNA
RF02909	rli117	Gene;sRNA	Listeria sRNA rli117	sRNA	sRNA
RF02921	RT-14	Gene;sRNA	RT-14 RNA	sRNA	sRNA
RF02924	skipping-rope	Gene;sRNA	skipping-rope RNA	sRNA	sRNA
RF02925	6A	Gene;sRNA	6A RNA	sRNA	sRNA
RF02926	DUF2693-FD	Gene;sRNA	DUF2693-FD RNA	sRNA	sRNA
RF02927	Actino-ugpB	Gene;sRNA	Actino-ugpB RNA	sRNA	sRNA
RF02928	Actinomyces-1	Gene;sRNA	Actinomyces-1 RNA	sRNA	sRNA
RF02931	Bacilli-1	Gene;sRNA	Bacilli-1 RNA	sRNA	sRNA
RF02932	Betaproteobacteria-1	Gene;sRNA	Betaproteobacteria-1 RNA	sRNA	sRNA
RF02933	ARRPOF	Gene;sRNA	ARRPOF RNA	sRNA	sRNA
RF02934	caiA	Gene;sRNA	caiA RNA	sRNA	sRNA
RF02935	che1	Gene;sRNA	che1 RNA	sRNA	sRNA
RF02936	Chloroflexus-1	Gene;sRNA	Chloroflexus-1 RNA	sRNA	sRNA
RF02937	Clostridiales-2	Gene;sRNA	Clostridiales-2 RNA	sRNA	sRNA
RF02938	COG2827	Gene;sRNA	COG2827 RNA	sRNA	sRNA
RF02941	COG3943	Gene;sRNA	COG3943 RNA	sRNA	sRNA
RF02942	Clostridiales-3	Gene;sRNA	Clostridiales-3 RNA	sRNA	sRNA
RF02943	Bacteroidales-2	Gene;sRNA	Bacteroidales-2 RNA	sRNA	sRNA
RF02944	c4-2	Gene;sRNA	c4-2 RNA	sRNA	sRNA
RF02945	Corio-PBP	Gene;sRNA	Corio-PBP RNA	sRNA	sRNA
RF02946	cow-rumen-1	Gene;sRNA	cow-rumen-1 RNA	sRNA	sRNA
RF02947	cow-rumen-2	Gene;sRNA	cow-rumen-2 RNA	sRNA	sRNA
RF02948	cow-rumen-4	Gene;sRNA	cow-rumen-4 RNA	sRNA	sRNA
RF02949	Cupriavidus-1	Gene;sRNA	Cupriavidus-1 RNA	sRNA	sRNA
RF02950	D12-methyl	Gene;sRNA	D12-methyl RNA	sRNA	sRNA
RF02952	dfrA-dnaX	Gene;sRNA	dfrA-dnaX RNA	sRNA	sRNA
RF02955	EGFOA	Gene;sRNA	EGFOA RNA	sRNA	sRNA
RF02956	DUF2693	Gene;sRNA	DUF2693 RNA	sRNA	sRNA
RF02957	EFASI	Gene;sRNA	EFASI RNA	sRNA	sRNA
RF02958	drum	Gene;sRNA	drum RNA	sRNA	sRNA
RF02961	DUF3800-II	Gene;sRNA	DUF3800-II RNA	sRNA	sRNA
RF02962	DUF3800-III	Gene;sRNA	DUF3800-III RNA	sRNA	sRNA
RF02963	DUF3800-IV	Gene;sRNA	DUF3800-IV RNA	sRNA	sRNA
RF02964	DUF3800-V	Gene;sRNA	DUF3800-V RNA	sRNA	sRNA
RF02965	CyVA-1	Gene;sRNA	CyVA-1 RNA	sRNA	sRNA
RF02966	DUF3268	Gene;sRNA	DUF3268 RNA	sRNA	sRNA
RF02967	DUF3800-VII	Gene;sRNA	DUF3800-VII RNA	sRNA	sRNA
RF02968	DUF3800-IX	Gene;sRNA	DUF3800-IX RNA	sRNA	sRNA
RF02969	DUF3800-I	Gene;sRNA	DUF3800-I RNA	sRNA	sRNA
RF02970	EGFOA-assoc-1	Gene;sRNA	EGFOA-assoc-1 RNA	sRNA	sRNA
RF02971	emrB-Lactobacillus	Gene;sRNA	emrB-Lactobacillus RNA	sRNA	sRNA
RF02973	Enterococcus-1	Gene;sRNA	Enterococcus-1 RNA	sRNA	sRNA
RF02975	DUF3800-XI	Gene;sRNA	DUF3800-XI RNA	sRNA	sRNA
RF02976	Flavobacterium-1	Gene;sRNA	Flavobacterium-1 RNA	sRNA	sRNA
RF02979	freshwater-1	Gene;sRNA	freshwater-1 RNA	sRNA	sRNA
RF02983	Fibrobacter-1	Gene;sRNA	Fibrobacter-1 RNA	sRNA	sRNA
RF02984	DUF3800-X	Gene;sRNA	DUF3800-X RNA	sRNA	sRNA
RF02985	ftsZ-DE	Gene;sRNA	ftsZ-DE RNA	sRNA	sRNA
RF02986	FuFi-1	Gene;sRNA	FuFi-1 RNA	sRNA	sRNA
RF02987	GA-cis	Gene;sRNA	GA-cis RNA	sRNA	sRNA
RF02988	GEBRO	Gene;sRNA	GEBRO RNA	sRNA	sRNA
RF02989	gntR-DTE	Gene;sRNA	gntR-DTE RNA	sRNA	sRNA
RF02990	gut-2	Gene;sRNA	gut-2 RNA	sRNA	sRNA
RF02994	IMPDH	Gene;sRNA	IMPDH RNA	sRNA	sRNA
RF02995	IMES-5	Gene;sRNA	IMES-5 RNA	sRNA	sRNA
RF02996	int-alpA	Gene;sRNA	int-alpA RNA	sRNA	sRNA
RF02997	HOLDH	Gene;sRNA	HOLDH RNA	sRNA	sRNA
RF02998	IS605-orfB-II	Gene;sRNA	IS605-orfB-II RNA	sRNA	sRNA
RF03000	LOOT	Gene;sRNA	LOOT RNA	sRNA	sRNA
RF03004	Lacto-phage-1	Gene;sRNA	Lacto-phage-1 RNA	sRNA	sRNA
RF03006	M23	Gene;sRNA	M23 RNA	sRNA	sRNA
RF03007	Mahella-1	Gene;sRNA	Mahella-1 RNA	sRNA	sRNA
RF03010	mcrA	Gene;sRNA	mcrA RNA	sRNA	sRNA
RF03011	Methylophilales-1	Gene;sRNA	Methylophilales-1 RNA	sRNA	sRNA
RF03012	Mu-gpT-DE	Gene;sRNA	Mu-gpT-DE RNA	sRNA	sRNA
RF03013	nadA	Gene;sRNA	nadA RNA	sRNA	sRNA
RF03014	Transposase-1	Gene;sRNA	Transposase-1 RNA	sRNA	sRNA
RF03015	Transposase-2	Gene;sRNA	Transposase-2 RNA	sRNA	sRNA
RF03016	RT-12	Gene;sRNA	RT-12 RNA	sRNA	sRNA
RF03017	RT-13	Gene;sRNA	RT-13 RNA	sRNA	sRNA
RF03018	RT-15	Gene;sRNA	RT-15 RNA	sRNA	sRNA
RF03019	RT-16	Gene;sRNA	RT-16 RNA	sRNA	sRNA
RF03020	RT-17	Gene;sRNA	RT-17 RNA	sRNA	sRNA
RF03021	RT-18	Gene;sRNA	RT-18 RNA	sRNA	sRNA
RF03022	RT-10	Gene;sRNA	RT-10 RNA	sRNA	sRNA
RF03023	rpfG	Gene;sRNA	rpfG RNA	sRNA	sRNA
RF03025	RT-4	Gene;sRNA	RT-4 RNA	sRNA	sRNA
RF03026	RT-5	Gene;sRNA	RT-5 RNA	sRNA	sRNA
RF03027	RT-6	Gene;sRNA	RT-6 RNA	sRNA	sRNA
RF03028	RT-7	Gene;sRNA	RT-7 RNA	sRNA	sRNA
RF03029	RT-8	Gene;sRNA	RT-8 RNA	sRNA	sRNA
RF03030	salivarius-1	Gene;sRNA	salivarius-1 RNA	sRNA	sRNA
RF03034	nrdJ	Gene;sRNA	nrdJ RNA	sRNA	sRNA
RF03035	nqrA-Marinomonas	Gene;sRNA	nqrA-Marinomonas RNA	sRNA	sRNA
RF03036	osmY	Gene;sRNA	osmY RNA	sRNA	sRNA
RF03037	PAGEV	Gene;sRNA	PAGEV RNA	sRNA	sRNA
RF03041	poplar-1	Gene;sRNA	poplar-1 RNA	sRNA	sRNA
RF03042	porB	Gene;sRNA	porB RNA	sRNA	sRNA
RF03043	Prevotella-2	Gene;sRNA	Prevotella-2 RNA	sRNA	sRNA
RF03044	Proteo-phage-1	Gene;sRNA	Proteo-phage-1 RNA	sRNA	sRNA
RF03045	proV	Gene;sRNA	proV RNA	sRNA	sRNA
RF03046	Pseudomonadales-1	Gene;sRNA	Pseudomonadales-1 RNA	sRNA	sRNA
RF03047	RAGATH-16	Gene;sRNA	RAGATH-16 RNA	sRNA	sRNA
RF03048	RAGATH-20	Gene;sRNA	RAGATH-20 RNA	sRNA	sRNA
RF03049	RAGATH-24	Gene;sRNA	RAGATH-24 RNA	sRNA	sRNA
RF03050	RAGATH-25	Gene;sRNA	RAGATH-25 RNA	sRNA	sRNA
RF03051	RAGATH-26	Gene;sRNA	RAGATH-26 RNA	sRNA	sRNA
RF03052	RAGATH-28	Gene;sRNA	RAGATH-28 RNA	sRNA	sRNA
RF03053	OTKONC	Gene;sRNA	OTKONC RNA	sRNA	sRNA
RF03055	RAGATH-30	Gene;sRNA	RAGATH-30 RNA	sRNA	sRNA
RF03056	RAGATH-35	Gene;sRNA	RAGATH-35 RNA	sRNA	sRNA
RF03059	raiA-hairpin	Gene;sRNA	raiA-hairpin RNA	sRNA	sRNA
RF03061	uxuA	Gene;sRNA	uxuA RNA	sRNA	sRNA
RF03063	Streptomyces-metK	Gene;sRNA	Streptomyces-metK RNA	sRNA	sRNA
RF03064	RAGATH-18	Gene;sRNA	RAGATH-18 RNA	sRNA	sRNA
RF03065	IS605-orfB-I	Gene;sRNA	IS605-orfB-I RNA	sRNA	sRNA
RF03066	COG3610-DE	Gene;sRNA	COG3610-DE RNA	sRNA	sRNA
RF03068	RT-3	Gene;sRNA	RT-3 RNA	sRNA	sRNA
RF03070	ssNA-helicase	Gene;sRNA	ssNA-helicase RNA	sRNA	sRNA
RF03073	RT-19	Gene;sRNA	RT-19 RNA	sRNA	sRNA
RF03075	DUF3800-VIII	Gene;sRNA	DUF3800-VIII RNA	sRNA	sRNA
RF03076	Streptomyces-metH	Gene;sRNA	Streptomyces-metH RNA	sRNA	sRNA
RF03077	RT-2	Gene;sRNA	RT-2 RNA	sRNA	sRNA
RF03079	MISL	Gene;sRNA	MISL RNA	sRNA	sRNA
RF03080	RT-9	Gene;sRNA	RT-9 RNA	sRNA	sRNA
RF03082	dinG	Gene;sRNA	dinG RNA	sRNA	sRNA
RF03083	cow-rumen-3	Gene;sRNA	cow-rumen-3 RNA	sRNA	sRNA
RF03084	DUF2815	Gene;sRNA	DUF2815 RNA	sRNA	sRNA
RF03085	abiF	Gene;sRNA	abiF RNA	sRNA	sRNA
RF03087	ROOL	Gene;sRNA	ROOL RNA	sRNA	sRNA
RF03088	Parabacteroides-1	Gene;sRNA	Parabacteroides-1 RNA	sRNA	sRNA
RF03089	cold-seep-1	Gene;sRNA	cold-seep-1 RNA	sRNA	sRNA
RF03091	Clostridium-PBP	Gene;sRNA	Clostridium-PBP RNA	sRNA	sRNA
RF03092	Ocean-VII	Gene;sRNA	Ocean-VII RNA	sRNA	sRNA
RF03093	queA	Gene;sRNA	queA RNA	sRNA	sRNA
RF03094	LAGLIDADG-2	Gene;sRNA	LAGLIDADG-2 RNA	sRNA	sRNA
RF03095	RAGATH-17	Gene;sRNA	RAGATH-17 RNA	sRNA	sRNA
RF03096	RAGATH-19	Gene;sRNA	RAGATH-19 RNA	sRNA	sRNA
RF03097	RAGATH-21	Gene;sRNA	RAGATH-21 RNA	sRNA	sRNA
RF03098	RAGATH-22	Gene;sRNA	RAGATH-22 RNA	sRNA	sRNA
RF03099	RAGATH-23	Gene;sRNA	RAGATH-23 RNA	sRNA	sRNA
RF03100	RAGATH-27	Gene;sRNA	RAGATH-27 RNA	sRNA	sRNA
RF03101	RAGATH-31	Gene;sRNA	RAGATH-31 RNA	sRNA	sRNA
RF03102	RAGATH-33	Gene;sRNA	RAGATH-33 RNA	sRNA	sRNA
RF03103	RAGATH-34	Gene;sRNA	RAGATH-34 RNA	sRNA	sRNA
RF03104	RAGATH-36	Gene;sRNA	RAGATH-36 RNA	sRNA	sRNA
RF03105	RAGATH-7-assoc	Gene;sRNA	RAGATH-7-assoc RNA	sRNA	sRNA
RF03106	RT-11	Gene;sRNA	RT-11 RNA	sRNA	sRNA
RF03107	saliva-tongue-1	Gene;sRNA	saliva-tongue-1 RNA	sRNA	sRNA
RF03108	Methylosinus-1	Gene;sRNA	Methylosinus-1 RNA	sRNA	sRNA
RF03110	throat-1	Gene;sRNA	throat-1 RNA	sRNA	sRNA
RF03111	Zeta-pan	Gene;sRNA	Zeta-pan RNA	sRNA	sRNA
RF03112	Staphylococcus-1	Gene;sRNA	Staphylococcus-1 RNA	sRNA	sRNA
RF03113	Poribacteria-1	Gene;sRNA	Poribacteria-1 RNA	sRNA	sRNA
RF03114	RT-1	Gene;sRNA	RT-1 RNA	sRNA	sRNA
RF03115	KDPG-aldolase	Gene;sRNA	KDPG-aldolase RNA	sRNA	sRNA
RF03145	RAGATH-14	Gene;sRNA	RAGATH-14 RNA	sRNA	sRNA
RF03146	RAGATH-9	Gene;sRNA	RAGATH-9 RNA	sRNA	sRNA
RF03147	RAGATH-10	Gene;sRNA	RAGATH-10 RNA	sRNA	sRNA
RF03148	RAGATH-11	Gene;sRNA	RAGATH-11 RNA	sRNA	sRNA
RF03149	RAGATH-12	Gene;sRNA	RAGATH-12 RNA	sRNA	sRNA
RF03150	RAGATH-15	Gene;sRNA	RAGATH-15 RNA	sRNA	sRNA
RF03153	RAGATH-4	Gene;sRNA	RAGATH-4 RNA	sRNA	sRNA
RF03159	RAGATH-7	Gene;sRNA	RAGATH-7 RNA	sRNA	sRNA
RF03162	TD-2	Gene;sRNA	TD-2 RNA	sRNA	sRNA
RF03171	mir-1012	Gene;miRNA	mir-1012 microRNA precursor family	miRNA	miRNA
